Gene,Gene name,Tissue,Cell type,Level,Reliability
ENSG00000148848,ADAM12,tonsil,germinal center cells,Not detected,Enhanced
ENSG00000148848,ADAM12,tonsil,non-germinal center cells,Not detected,Enhanced
ENSG00000148848,ADAM12,tonsil,squamous epithelial cells,Not detected,Enhanced
ENSG00000148848,ADAM12,urinary bladder,urothelial cells,Not detected,Enhanced
ENSG00000148848,ADAM12,vagina,squamous epithelial cells,Not detected,Enhanced
ENSG00000170965,PLAC1,adipose tissue,adipocytes,Not detected,Enhanced
ENSG00000170965,PLAC1,adrenal gland,glandular cells,Not detected,Enhanced
ENSG00000170965,PLAC1,appendix,glandular cells,Not detected,Enhanced
ENSG00000170965,PLAC1,appendix,lymphoid tissue,Not detected,Enhanced
ENSG00000170965,PLAC1,bone marrow,hematopoietic cells,Not detected,Enhanced
ENSG00000170965,PLAC1,breast,adipocytes,Not detected,Enhanced
ENSG00000170965,PLAC1,breast,glandular cells,Not detected,Enhanced
ENSG00000170965,PLAC1,breast,myoepithelial cells,Not detected,Enhanced
ENSG00000170965,PLAC1,bronchus,respiratory epithelial cells,Not detected,Enhanced
ENSG00000170965,PLAC1,caudate,glial cells,Not detected,Enhanced
ENSG00000170965,PLAC1,caudate,neuronal cells,Not detected,Enhanced
ENSG00000170965,PLAC1,cerebellum,cells in granular layer,Not detected,Enhanced
ENSG00000170965,PLAC1,cerebellum,cells in molecular layer,Not detected,Enhanced
ENSG00000170965,PLAC1,cerebellum,Purkinje cells,Not detected,Enhanced
ENSG00000170965,PLAC1,cerebral cortex,endothelial cells,Not detected,Enhanced
ENSG00000170965,PLAC1,cerebral cortex,glial cells,Not detected,Enhanced
ENSG00000170965,PLAC1,cerebral cortex,neuronal cells,Not detected,Enhanced
ENSG00000170965,PLAC1,cerebral cortex,neuropil,Not detected,Enhanced
ENSG00000170965,PLAC1,cervix,glandular cells,Not detected,Enhanced
ENSG00000170965,PLAC1,cervix,squamous epithelial cells,Not detected,Enhanced
ENSG00000170965,PLAC1,colon,endothelial cells,Not detected,Enhanced
ENSG00000170965,PLAC1,colon,glandular cells,Not detected,Enhanced
ENSG00000170965,PLAC1,colon,peripheral nerve/ganglion,Not detected,Enhanced
ENSG00000170965,PLAC1,duodenum,glandular cells,Not detected,Enhanced
ENSG00000170965,PLAC1,endometrium 1,cells in endometrial stroma,Not detected,Enhanced
ENSG00000170965,PLAC1,endometrium 1,glandular cells,Not detected,Enhanced
ENSG00000170965,PLAC1,endometrium 2,cells in endometrial stroma,Not detected,Enhanced
ENSG00000170965,PLAC1,endometrium 2,glandular cells,Not detected,Enhanced
ENSG00000170965,PLAC1,epididymis,glandular cells,Not detected,Enhanced
ENSG00000170965,PLAC1,esophagus,squamous epithelial cells,Not detected,Enhanced
ENSG00000170965,PLAC1,fallopian tube,glandular cells,Not detected,Enhanced
ENSG00000170965,PLAC1,gallbladder,glandular cells,Not detected,Enhanced
ENSG00000170965,PLAC1,heart muscle,cardiomyocytes,Not detected,Enhanced
ENSG00000170965,PLAC1,hippocampus,glial cells,Not detected,Enhanced
ENSG00000170965,PLAC1,hippocampus,neuronal cells,Not detected,Enhanced
ENSG00000170965,PLAC1,kidney,cells in glomeruli,Not detected,Enhanced
ENSG00000170965,PLAC1,kidney,cells in tubules,Not detected,Enhanced
ENSG00000170965,PLAC1,liver,cholangiocytes,Not detected,Enhanced
ENSG00000170965,PLAC1,liver,hepatocytes,Not detected,Enhanced
ENSG00000170965,PLAC1,lung,alveolar cells,Not detected,Enhanced
ENSG00000170965,PLAC1,lung,macrophages,Not detected,Enhanced
ENSG00000170965,PLAC1,lymph node,germinal center cells,Not detected,Enhanced
ENSG00000170965,PLAC1,lymph node,non-germinal center cells,Not detected,Enhanced
ENSG00000170965,PLAC1,nasopharynx,respiratory epithelial cells,Not detected,Enhanced
ENSG00000170965,PLAC1,oral mucosa,squamous epithelial cells,Not detected,Enhanced
ENSG00000170965,PLAC1,ovary,follicle cells,Not detected,Enhanced
ENSG00000170965,PLAC1,ovary,ovarian stroma cells,Not detected,Enhanced
ENSG00000170965,PLAC1,pancreas,exocrine glandular cells,Not detected,Enhanced
ENSG00000170965,PLAC1,pancreas,pancreatic endocrine cells,Not detected,Enhanced
ENSG00000170965,PLAC1,parathyroid gland,glandular cells,Not detected,Enhanced
ENSG00000170965,PLAC1,placenta,cytotrophoblasts,High,Enhanced
ENSG00000170965,PLAC1,placenta,decidual cells,Not detected,Enhanced
ENSG00000170965,PLAC1,placenta,endothelial cells,Not detected,Enhanced
ENSG00000170965,PLAC1,placenta,hofbauer cells,High,Enhanced
ENSG00000170965,PLAC1,placenta,syncytiotrophoblasts - cell body,Medium,Enhanced
ENSG00000170965,PLAC1,placenta,syncytiotrophoblasts - microvilli,Not detected,Enhanced
ENSG00000170965,PLAC1,prostate,glandular cells,Not detected,Enhanced
ENSG00000170965,PLAC1,rectum,glandular cells,Not detected,Enhanced
ENSG00000170965,PLAC1,salivary gland,glandular cells,Not detected,Enhanced
ENSG00000170965,PLAC1,seminal vesicle,glandular cells,Not detected,Enhanced
ENSG00000170965,PLAC1,skeletal muscle,myocytes,Not detected,Enhanced
ENSG00000170965,PLAC1,skin 1,fibroblasts,Not detected,Enhanced
ENSG00000170965,PLAC1,skin 1,keratinocytes,Not detected,Enhanced
ENSG00000170965,PLAC1,skin 1,Langerhans,Not detected,Enhanced
ENSG00000170965,PLAC1,skin 1,melanocytes,Not detected,Enhanced
ENSG00000170965,PLAC1,skin 2,epidermal cells,Not detected,Enhanced
ENSG00000170965,PLAC1,small intestine,glandular cells,Not detected,Enhanced
ENSG00000170965,PLAC1,smooth muscle,smooth muscle cells,Not detected,Enhanced
ENSG00000170965,PLAC1,soft tissue 1,chondrocytes,Not detected,Enhanced
ENSG00000170965,PLAC1,soft tissue 1,fibroblasts,Not detected,Enhanced
ENSG00000170965,PLAC1,soft tissue 2,fibroblasts,Not detected,Enhanced
ENSG00000170965,PLAC1,soft tissue 2,peripheral nerve,Not detected,Enhanced
ENSG00000170965,PLAC1,spleen,cells in red pulp,Not detected,Enhanced
ENSG00000170965,PLAC1,spleen,cells in white pulp,Not detected,Enhanced
ENSG00000170965,PLAC1,stomach 1,glandular cells,Not detected,Enhanced
ENSG00000170965,PLAC1,stomach 2,glandular cells,Not detected,Enhanced
ENSG00000170965,PLAC1,testis,cells in seminiferous ducts,Not detected,Enhanced
ENSG00000170965,PLAC1,testis,Leydig cells,Not detected,Enhanced
ENSG00000170965,PLAC1,thyroid gland,glandular cells,Not detected,Enhanced
ENSG00000170965,PLAC1,tonsil,germinal center cells,Not detected,Enhanced
ENSG00000170965,PLAC1,tonsil,non-germinal center cells,Not detected,Enhanced
ENSG00000170965,PLAC1,tonsil,squamous epithelial cells,Not detected,Enhanced
ENSG00000170965,PLAC1,urinary bladder,urothelial cells,Not detected,Enhanced
ENSG00000170965,PLAC1,vagina,squamous epithelial cells,Not detected,Enhanced
ENSG00000177058,SLC38A9,adipose tissue,adipocytes,Not detected,Uncertain
ENSG00000177058,SLC38A9,adrenal gland,glandular cells,Medium,Uncertain
ENSG00000177058,SLC38A9,appendix,glandular cells,Low,Uncertain
ENSG00000177058,SLC38A9,appendix,lymphoid tissue,Not detected,Uncertain
ENSG00000177058,SLC38A9,bone marrow,hematopoietic cells,Not detected,Uncertain
ENSG00000177058,SLC38A9,breast,adipocytes,Not detected,Uncertain
ENSG00000177058,SLC38A9,breast,glandular cells,Low,Uncertain
ENSG00000177058,SLC38A9,breast,myoepithelial cells,Not detected,Uncertain
ENSG00000177058,SLC38A9,bronchus,respiratory epithelial cells,Medium,Uncertain
ENSG00000177058,SLC38A9,caudate,glial cells,Not detected,Uncertain
ENSG00000177058,SLC38A9,caudate,neuronal cells,Low,Uncertain
ENSG00000177058,SLC38A9,cerebral cortex,endothelial cells,Not detected,Uncertain
ENSG00000177058,SLC38A9,cerebral cortex,glial cells,Not detected,Uncertain
ENSG00000177058,SLC38A9,cerebral cortex,neuronal cells,Not detected,Uncertain
ENSG00000177058,SLC38A9,cerebral cortex,neuropil,Not detected,Uncertain
ENSG00000177058,SLC38A9,cervix,glandular cells,Not detected,Uncertain
ENSG00000177058,SLC38A9,cervix,squamous epithelial cells,Not detected,Uncertain
ENSG00000177058,SLC38A9,colon,endothelial cells,Not detected,Uncertain
ENSG00000177058,SLC38A9,colon,glandular cells,Low,Uncertain
ENSG00000177058,SLC38A9,colon,peripheral nerve/ganglion,Not detected,Uncertain
ENSG00000177058,SLC38A9,duodenum,glandular cells,High,Uncertain
ENSG00000177058,SLC38A9,endometrium 1,cells in endometrial stroma,Not detected,Uncertain
ENSG00000177058,SLC38A9,endometrium 1,glandular cells,Not detected,Uncertain
ENSG00000177058,SLC38A9,endometrium 2,cells in endometrial stroma,Not detected,Uncertain
ENSG00000177058,SLC38A9,endometrium 2,glandular cells,Not detected,Uncertain
ENSG00000177058,SLC38A9,epididymis,glandular cells,Not detected,Uncertain
ENSG00000177058,SLC38A9,esophagus,squamous epithelial cells,Medium,Uncertain
ENSG00000177058,SLC38A9,fallopian tube,glandular cells,Not detected,Uncertain
ENSG00000177058,SLC38A9,gallbladder,glandular cells,Not detected,Uncertain
ENSG00000177058,SLC38A9,heart muscle,cardiomyocytes,Not detected,Uncertain
ENSG00000177058,SLC38A9,hippocampus,glial cells,Not detected,Uncertain
ENSG00000177058,SLC38A9,hippocampus,neuronal cells,Not detected,Uncertain
ENSG00000177058,SLC38A9,kidney,cells in glomeruli,Not detected,Uncertain
ENSG00000177058,SLC38A9,kidney,cells in tubules,Not detected,Uncertain
ENSG00000177058,SLC38A9,liver,cholangiocytes,Not detected,Uncertain
ENSG00000177058,SLC38A9,liver,hepatocytes,High,Uncertain
ENSG00000177058,SLC38A9,lung,alveolar cells,Not detected,Uncertain
ENSG00000177058,SLC38A9,lung,macrophages,Not detected,Uncertain
ENSG00000177058,SLC38A9,lymph node,non-germinal center cells,Not detected,Uncertain
ENSG00000177058,SLC38A9,nasopharynx,respiratory epithelial cells,Medium,Uncertain
ENSG00000177058,SLC38A9,ovary,follicle cells,Not detected,Uncertain
ENSG00000177058,SLC38A9,ovary,ovarian stroma cells,Not detected,Uncertain
ENSG00000177058,SLC38A9,pancreas,exocrine glandular cells,Low,Uncertain
ENSG00000177058,SLC38A9,pancreas,pancreatic endocrine cells,Not detected,Uncertain
ENSG00000177058,SLC38A9,parathyroid gland,glandular cells,Not detected,Uncertain
ENSG00000177058,SLC38A9,placenta,decidual cells,Not detected,Uncertain
ENSG00000177058,SLC38A9,placenta,trophoblastic cells,Not detected,Uncertain
ENSG00000177058,SLC38A9,prostate,glandular cells,Not detected,Uncertain
ENSG00000177058,SLC38A9,rectum,glandular cells,Low,Uncertain
ENSG00000177058,SLC38A9,salivary gland,glandular cells,Not detected,Uncertain
ENSG00000177058,SLC38A9,seminal vesicle,glandular cells,Not detected,Uncertain
ENSG00000177058,SLC38A9,skeletal muscle,myocytes,Not detected,Uncertain
ENSG00000177058,SLC38A9,skin 1,fibroblasts,Not detected,Uncertain
ENSG00000177058,SLC38A9,skin 1,keratinocytes,Not detected,Uncertain
ENSG00000177058,SLC38A9,skin 1,Langerhans,Not detected,Uncertain
ENSG00000177058,SLC38A9,skin 1,melanocytes,Low,Uncertain
ENSG00000177058,SLC38A9,skin 2,epidermal cells,Low,Uncertain
ENSG00000177058,SLC38A9,small intestine,glandular cells,High,Uncertain
ENSG00000177058,SLC38A9,smooth muscle,smooth muscle cells,Not detected,Uncertain
ENSG00000177058,SLC38A9,soft tissue 1,chondrocytes,Not detected,Uncertain
ENSG00000177058,SLC38A9,soft tissue 1,fibroblasts,Not detected,Uncertain
ENSG00000177058,SLC38A9,soft tissue 2,fibroblasts,Not detected,Uncertain
ENSG00000177058,SLC38A9,spleen,cells in red pulp,Not detected,Uncertain
ENSG00000177058,SLC38A9,spleen,cells in white pulp,Not detected,Uncertain
ENSG00000177058,SLC38A9,stomach 1,glandular cells,Not detected,Uncertain
ENSG00000177058,SLC38A9,stomach 2,glandular cells,Not detected,Uncertain
ENSG00000177058,SLC38A9,testis,cells in seminiferous ducts,Not detected,Uncertain
ENSG00000177058,SLC38A9,testis,Leydig cells,Low,Uncertain
ENSG00000177058,SLC38A9,thyroid gland,glandular cells,Not detected,Uncertain
ENSG00000177058,SLC38A9,tonsil,germinal center cells,Not detected,Uncertain
ENSG00000177058,SLC38A9,tonsil,non-germinal center cells,Not detected,Uncertain
ENSG00000177058,SLC38A9,tonsil,squamous epithelial cells,Not detected,Uncertain
ENSG00000177058,SLC38A9,urinary bladder,urothelial cells,Not detected,Uncertain
ENSG00000177058,SLC38A9,vagina,squamous epithelial cells,Not detected,Uncertain
ENSG00000189052,CGB5,adipose tissue,adipocytes,Not detected,Supported
ENSG00000189052,CGB5,adrenal gland,glandular cells,Not detected,Supported
ENSG00000189052,CGB5,appendix,glandular cells,Not detected,Supported
ENSG00000189052,CGB5,appendix,lymphoid tissue,Not detected,Supported
ENSG00000189052,CGB5,bone marrow,hematopoietic cells,Not detected,Supported
ENSG00000189052,CGB5,breast,adipocytes,Not detected,Supported
ENSG00000189052,CGB5,breast,glandular cells,Not detected,Supported
ENSG00000189052,CGB5,breast,myoepithelial cells,Not detected,Supported
ENSG00000189052,CGB5,bronchus,respiratory epithelial cells,Not detected,Supported
ENSG00000189052,CGB5,caudate,glial cells,Not detected,Supported
ENSG00000189052,CGB5,caudate,neuronal cells,Not detected,Supported
ENSG00000189052,CGB5,cerebellum,cells in granular layer,Not detected,Supported
ENSG00000189052,CGB5,cerebellum,cells in molecular layer,Not detected,Supported
ENSG00000189052,CGB5,cerebellum,Purkinje cells,Not detected,Supported
ENSG00000189052,CGB5,cerebral cortex,endothelial cells,Not detected,Supported
ENSG00000189052,CGB5,cerebral cortex,glial cells,Not detected,Supported
ENSG00000189052,CGB5,cerebral cortex,neuronal cells,Not detected,Supported
ENSG00000189052,CGB5,cerebral cortex,neuropil,Not detected,Supported
ENSG00000189052,CGB5,cervix,glandular cells,Not detected,Supported
ENSG00000189052,CGB5,cervix,squamous epithelial cells,Not detected,Supported
ENSG00000189052,CGB5,colon,endothelial cells,Not detected,Supported
ENSG00000189052,CGB5,colon,glandular cells,Not detected,Supported
ENSG00000189052,CGB5,colon,peripheral nerve/ganglion,Not detected,Supported
ENSG00000189052,CGB5,duodenum,glandular cells,Not detected,Supported
ENSG00000189052,CGB5,endometrium 1,cells in endometrial stroma,Not detected,Supported
ENSG00000189052,CGB5,endometrium 1,glandular cells,Not detected,Supported
ENSG00000189052,CGB5,endometrium 2,cells in endometrial stroma,Not detected,Supported
ENSG00000189052,CGB5,endometrium 2,glandular cells,Not detected,Supported
ENSG00000189052,CGB5,epididymis,glandular cells,Not detected,Supported
ENSG00000189052,CGB5,esophagus,squamous epithelial cells,Not detected,Supported
ENSG00000189052,CGB5,fallopian tube,glandular cells,Not detected,Supported
ENSG00000189052,CGB5,gallbladder,glandular cells,Not detected,Supported
ENSG00000189052,CGB5,heart muscle,cardiomyocytes,Not detected,Supported
ENSG00000189052,CGB5,hippocampus,glial cells,Not detected,Supported
ENSG00000189052,CGB5,hippocampus,neuronal cells,Not detected,Supported
ENSG00000189052,CGB5,kidney,cells in glomeruli,Not detected,Supported
ENSG00000189052,CGB5,kidney,cells in tubules,Not detected,Supported
ENSG00000189052,CGB5,liver,cholangiocytes,Not detected,Supported
ENSG00000189052,CGB5,liver,hepatocytes,Not detected,Supported
ENSG00000189052,CGB5,lung,alveolar cells,Not detected,Supported
ENSG00000189052,CGB5,lung,macrophages,Not detected,Supported
ENSG00000189052,CGB5,lymph node,germinal center cells,Not detected,Supported
ENSG00000189052,CGB5,lymph node,non-germinal center cells,Not detected,Supported
ENSG00000189052,CGB5,nasopharynx,respiratory epithelial cells,Not detected,Supported
ENSG00000189052,CGB5,oral mucosa,squamous epithelial cells,Not detected,Supported
ENSG00000189052,CGB5,ovary,follicle cells,Not detected,Supported
ENSG00000189052,CGB5,ovary,ovarian stroma cells,Not detected,Supported
ENSG00000189052,CGB5,pancreas,exocrine glandular cells,Not detected,Supported
ENSG00000189052,CGB5,pancreas,pancreatic endocrine cells,Not detected,Supported
ENSG00000189052,CGB5,parathyroid gland,glandular cells,Not detected,Supported
ENSG00000189052,CGB5,placenta,decidual cells,Not detected,Supported
ENSG00000189052,CGB5,placenta,trophoblastic cells,Medium,Supported
ENSG00000189052,CGB5,prostate,glandular cells,Not detected,Supported
ENSG00000189052,CGB5,rectum,glandular cells,Not detected,Supported
ENSG00000189052,CGB5,salivary gland,glandular cells,Not detected,Supported
ENSG00000189052,CGB5,seminal vesicle,glandular cells,Not detected,Supported
ENSG00000189052,CGB5,skeletal muscle,myocytes,Not detected,Supported
ENSG00000189052,CGB5,skin 1,fibroblasts,Not detected,Supported
ENSG00000189052,CGB5,skin 1,keratinocytes,Not detected,Supported
ENSG00000189052,CGB5,skin 1,Langerhans,Not detected,Supported
ENSG00000189052,CGB5,skin 1,melanocytes,Not detected,Supported
ENSG00000189052,CGB5,skin 2,epidermal cells,Not detected,Supported
ENSG00000189052,CGB5,small intestine,glandular cells,Not detected,Supported
ENSG00000189052,CGB5,smooth muscle,smooth muscle cells,Not detected,Supported
ENSG00000189052,CGB5,soft tissue 1,chondrocytes,Not detected,Supported
ENSG00000189052,CGB5,soft tissue 1,fibroblasts,Not detected,Supported
ENSG00000189052,CGB5,soft tissue 1,peripheral nerve,Not detected,Supported
ENSG00000189052,CGB5,soft tissue 2,fibroblasts,Not detected,Supported
ENSG00000189052,CGB5,soft tissue 2,peripheral nerve,Not detected,Supported
ENSG00000189052,CGB5,spleen,cells in red pulp,Not detected,Supported
ENSG00000189052,CGB5,spleen,cells in white pulp,Not detected,Supported
ENSG00000189052,CGB5,stomach 1,glandular cells,Not detected,Supported
ENSG00000189052,CGB5,stomach 2,glandular cells,Not detected,Supported
ENSG00000189052,CGB5,testis,elongated or late spermatids,Not detected,Supported
ENSG00000189052,CGB5,testis,Leydig cells,Medium,Supported
ENSG00000189052,CGB5,testis,pachytene spermatocytes,Not detected,Supported
ENSG00000189052,CGB5,testis,peritubular cells,Not detected,Supported
ENSG00000189052,CGB5,testis,preleptotene spermatocytes,Not detected,Supported
ENSG00000189052,CGB5,testis,round or early spermatids,Not detected,Supported
ENSG00000189052,CGB5,testis,sertoli cells,Not detected,Supported
ENSG00000189052,CGB5,testis,spermatogonia cells,Medium,Supported
ENSG00000189052,CGB5,thyroid gland,glandular cells,Not detected,Supported
ENSG00000189052,CGB5,tonsil,germinal center cells,Not detected,Supported
ENSG00000189052,CGB5,tonsil,non-germinal center cells,Not detected,Supported
ENSG00000189052,CGB5,tonsil,squamous epithelial cells,Not detected,Supported
ENSG00000189052,CGB5,urinary bladder,urothelial cells,Not detected,Supported
ENSG00000189052,CGB5,vagina,squamous epithelial cells,Not detected,Supported
