estimate_id,ref,source_document_url,source_document_kind,source_locator,source_locator_status,locator_match_basis,match_score,audited_on
ICI-74ee393f60-01,PMID:33529058,https://pmc.ncbi.nlm.nih.gov/articles/PMC8078262/,pmc_full_text,"Abstract, RESULTS",verified,"endpoint,value,denominator,ci,timepoint,population:1",22,2026-07-31
ICI-048150ac07-01,PMID:33529058,https://pmc.ncbi.nlm.nih.gov/articles/PMC8078262/,pmc_full_text,"Abstract, RESULTS",verified,"endpoint,value,denominator,timepoint,population:1",18,2026-07-31
ICI-e1696a6eee-01,DOI:10.1200/JCO.2019.37.15_suppl.4569,https://doi.org/10.1200/JCO.2019.37.15_suppl.4569,doi_record,,not_verified,no source block matched the endpoint and row-specific evidence,0,2026-07-31
ICI-ba2c15eea4-01,DOI:10.1200/JCO.2019.37.15_suppl.4569,https://doi.org/10.1200/JCO.2019.37.15_suppl.4569,doi_record,,not_verified,no source block matched the endpoint and row-specific evidence,0,2026-07-31
ICI-12222b7086-01,PMID:33529058,https://pmc.ncbi.nlm.nih.gov/articles/PMC8078262/,pmc_full_text,"Abstract, RESULTS",verified,"endpoint,value,population:1",13,2026-07-31
ICI-3c0861434d-01,DOI:10.1200/JCO.2019.37.15_suppl.4569,https://doi.org/10.1200/JCO.2019.37.15_suppl.4569,doi_record,,not_verified,no source block matched the endpoint and row-specific evidence,0,2026-07-31
ICI-d1d7ea7f64-01,PMID:26406148,https://pmc.ncbi.nlm.nih.gov/articles/PMC5719487/,pmc_full_text,"Abstract, RESULTS",verified,"endpoint,value,population:1",13,2026-07-31
ICI-cde7728448-01,PMID:26406148,https://pmc.ncbi.nlm.nih.gov/articles/PMC5719487/,pmc_full_text,"Abstract, RESULTS",verified,"endpoint,value,timepoint,population:1",16,2026-07-31
ICI-3f9c08e582-01,PMID:26406148,https://pmc.ncbi.nlm.nih.gov/articles/PMC5719487/,pmc_full_text,"Abstract, RESULTS",verified,"endpoint,value,ci,timepoint,population:1",20,2026-07-31
ICI-a76671931a-01,PMID:26406148,https://pmc.ncbi.nlm.nih.gov/articles/PMC5719487/,pmc_full_text,"Abstract, RESULTS",verified,"endpoint,value",12,2026-07-31
ICI-ba11a5b1b1-01,PMID:26406148,https://pmc.ncbi.nlm.nih.gov/articles/PMC5719487/,pmc_full_text,"Abstract, RESULTS",verified,"endpoint,value,ci,timepoint",19,2026-07-31
ICI-fbc99ba6f6-01,PMID:26406148,https://pmc.ncbi.nlm.nih.gov/articles/PMC5719487/,pmc_full_text,"Abstract, RESULTS",verified,"endpoint,value,ci,timepoint",19,2026-07-31
ICI-dd6e17da69-01,PMID:29562145,https://pmc.ncbi.nlm.nih.gov/articles/PMC5972549/,pmc_full_text,"Abstract, RESULTS",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-a400b2be5c-01,PMID:29562145,https://pmc.ncbi.nlm.nih.gov/articles/PMC5972549/,pmc_full_text,"Abstract, RESULTS",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-5993a4ad6a-01,PMID:29562145,https://pmc.ncbi.nlm.nih.gov/articles/PMC5972549/,pmc_full_text,"Abstract, RESULTS",verified,"endpoint,value,timepoint,population:2",17,2026-07-31
ICI-88ba2f2172-01,PMID:29562145,https://pmc.ncbi.nlm.nih.gov/articles/PMC5972549/,pmc_full_text,"Abstract, RESULTS",verified,"endpoint,value_status,timepoint,population:2",17,2026-07-31
ICI-6b2e5800e3-01,PMID:29562145,https://pmc.ncbi.nlm.nih.gov/articles/PMC5972549/,pmc_full_text,"Abstract, RESULTS",verified,"endpoint,value,timepoint,population:2",17,2026-07-31
ICI-79299c47c8-01,PMID:29562145,https://pmc.ncbi.nlm.nih.gov/articles/PMC5972549/,pmc_full_text,Table 2,verified,"endpoint,value_status,denominator,timepoint,population:3",21,2026-07-31
ICI-558467b418-01,PMID:29562145,https://pmc.ncbi.nlm.nih.gov/articles/PMC5972549/,pmc_full_text,"Abstract, RESULTS",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-4bd4533ca2-01,PMID:29562145,https://pmc.ncbi.nlm.nih.gov/articles/PMC5972549/,pmc_full_text,"Abstract, RESULTS",verified,"endpoint,value,population:2",14,2026-07-31
ICI-6faf5ed780-01,PMID:29562145,https://pmc.ncbi.nlm.nih.gov/articles/PMC5972549/,pmc_full_text,"Abstract, RESULTS",verified,"endpoint,value,timepoint,population:2",17,2026-07-31
ICI-fc755f7866-01,PMID:29562145,https://pmc.ncbi.nlm.nih.gov/articles/PMC5972549/,pmc_full_text,RESULTS > EFFICACY > Exploratory Outcomes According to PD-L1 Expression Level,verified,"endpoint,value,timepoint,population:2",16,2026-07-31
ICI-d7ddba5ce8-01,PMID:29562145,https://pmc.ncbi.nlm.nih.gov/articles/PMC5972549/,pmc_full_text,"Abstract, RESULTS",verified,"endpoint,value,timepoint,population:2",17,2026-07-31
ICI-e02a6a2af9-01,PMID:29562145,https://pmc.ncbi.nlm.nih.gov/articles/PMC5972549/,pmc_full_text,"Abstract, RESULTS",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-2ba1f4b363-01,PMID:29562145,https://pmc.ncbi.nlm.nih.gov/articles/PMC5972549/,pmc_full_text,RESULTS > EFFICACY > Secondary End Points in the Intention-to-Treat Population,verified,"endpoint,value,timepoint,population:1",15,2026-07-31
ICI-75c08bb4ec-01,PMID:29562145,https://pmc.ncbi.nlm.nih.gov/articles/PMC5972549/,pmc_full_text,"Abstract, RESULTS",verified,"endpoint,value_status,denominator,timepoint",17,2026-07-31
ICI-74f4bc9574-01,PMID:29867230,https://pmc.ncbi.nlm.nih.gov/articles/PMC6721896/,pmc_full_text,Results > Efficacy.,verified,"endpoint,value,population:2",13,2026-07-31
ICI-6f3c5a80c9-01,PMID:29867230,https://pmc.ncbi.nlm.nih.gov/articles/PMC6721896/,pmc_full_text,Results > Efficacy.,verified,"endpoint,value,population:2",13,2026-07-31
ICI-929e53c50f-01,PMID:29867230,https://pmc.ncbi.nlm.nih.gov/articles/PMC6721896/,pmc_full_text,Results > Efficacy.,verified,"endpoint,value,timepoint,population:2",16,2026-07-31
ICI-e6fa7070be-01,PMID:29867230,https://pmc.ncbi.nlm.nih.gov/articles/PMC6721896/,pmc_full_text,Results > Efficacy.,verified,"endpoint,value,population:4",14,2026-07-31
ICI-7be940d63d-01,PMID:29867230,https://pmc.ncbi.nlm.nih.gov/articles/PMC6721896/,pmc_full_text,Results > Efficacy.,verified,"endpoint,value,ci,timepoint,population:4",21,2026-07-31
ICI-06c2905f2c-01,PMID:29867230,https://pmc.ncbi.nlm.nih.gov/articles/PMC6721896/,pmc_full_text,Results > Efficacy.,verified,"endpoint,value",11,2026-07-31
ICI-c1bf57d928-01,PMID:29867230,https://pmc.ncbi.nlm.nih.gov/articles/PMC6721896/,pmc_full_text,Results > Efficacy.,verified,"endpoint,value,timepoint",14,2026-07-31
ICI-36e5ed46b2-01,PMID:29867230,https://pmc.ncbi.nlm.nih.gov/articles/PMC6721896/,pmc_full_text,Results > Efficacy.,verified,"endpoint,value,population:2",13,2026-07-31
ICI-b71d41ed18-01,PMID:29867230,https://pmc.ncbi.nlm.nih.gov/articles/PMC6721896/,pmc_full_text,Results > Efficacy.,verified,"endpoint,value,ci,timepoint,population:2",20,2026-07-31
ICI-cc9a5e0825-01,PMID:33529058,https://pmc.ncbi.nlm.nih.gov/articles/PMC8078262/,pmc_full_text,"Abstract, RESULTS",verified,"endpoint,value,population:1",13,2026-07-31
ICI-f9208d1721-01,PMID:28434648,https://pmc.ncbi.nlm.nih.gov/articles/PMC7539326/,pmc_full_text,Results,verified,"endpoint,value,denominator,ci,population:1",18,2026-07-31
ICI-6b55e578ad-01,PMID:28434648,https://pmc.ncbi.nlm.nih.gov/articles/PMC7539326/,pmc_full_text,Table 4:,verified,"endpoint,value,denominator,population:1",16,2026-07-31
ICI-587c2a8f1e-01,PMID:28434648,https://pmc.ncbi.nlm.nih.gov/articles/PMC7539326/,pmc_full_text,Table 4:,verified,"endpoint,denominator,timepoint,population:1",15,2026-07-31
ICI-64664fa73d-01,PMID:28434648,https://pmc.ncbi.nlm.nih.gov/articles/PMC7539326/,pmc_full_text,Results,verified,"endpoint,value,denominator,timepoint,population:1",17,2026-07-31
ICI-cc67a3135f-01,PMID:28434648,https://pmc.ncbi.nlm.nih.gov/articles/PMC7539326/,pmc_full_text,Results,verified,"endpoint,value,denominator,timepoint,population:1",17,2026-07-31
ICI-7f5eb696e1-01,PMID:28434648,https://pmc.ncbi.nlm.nih.gov/articles/PMC7539326/,pmc_full_text,"Abstract, Findings",verified,"endpoint,value,denominator,ci,population:1",19,2026-07-31
ICI-ec4200c61e-01,PMID:28434648,https://pmc.ncbi.nlm.nih.gov/articles/PMC7539326/,pmc_full_text,Results,verified,"endpoint,value,denominator,population:1",14,2026-07-31
ICI-78750f0529-01,PMID:28434648,https://pmc.ncbi.nlm.nih.gov/articles/PMC7539326/,pmc_full_text,Results,verified,"endpoint,value,denominator,timepoint,population:1",17,2026-07-31
ICI-337217ea27-01,PMID:28434648,https://pmc.ncbi.nlm.nih.gov/articles/PMC7539326/,pmc_full_text,Results,verified,"endpoint,value,denominator,timepoint,population:1",17,2026-07-31
ICI-31c4f078ca-01,PMID:28434648,https://pmc.ncbi.nlm.nih.gov/articles/PMC7539326/,pmc_full_text,Results,verified,"endpoint,value,denominator,timepoint,population:1",17,2026-07-31
ICI-bbaeb9fa63-01,PMID:28434648,https://pmc.ncbi.nlm.nih.gov/articles/PMC7539326/,pmc_full_text,Results,verified,"endpoint,value,denominator,timepoint,population:1",17,2026-07-31
ICI-8a96e6cba9-01,PMID:28434648,https://pmc.ncbi.nlm.nih.gov/articles/PMC7539326/,pmc_full_text,Results,verified,"endpoint,value,denominator,population:2",15,2026-07-31
ICI-6edcef92d1-01,PMID:28434648,https://pmc.ncbi.nlm.nih.gov/articles/PMC7539326/,pmc_full_text,Results,verified,"endpoint,value,denominator,population:2",15,2026-07-31
ICI-0ad7a7d2d8-01,PMID:33001135,https://pmc.ncbi.nlm.nih.gov/articles/PMC7530824/,pmc_full_text,"Abstract, Results",verified,"endpoint,value,ci",16,2026-07-31
ICI-ee55df807c-01,PMID:33001135,https://pmc.ncbi.nlm.nih.gov/articles/PMC7530824/,pmc_full_text,"Abstract, Findings",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-d064e71065-01,PMID:33001135,https://pmc.ncbi.nlm.nih.gov/articles/PMC7530824/,pmc_full_text,"Abstract, Results",verified,"endpoint,value_status,timepoint",15,2026-07-31
ICI-af01af16b5-01,PMID:33001135,https://pmc.ncbi.nlm.nih.gov/articles/PMC7530824/,pmc_full_text,Results,verified,"endpoint,value,timepoint,population:1",15,2026-07-31
ICI-ddd7f98d43-01,PMID:33001135,https://pmc.ncbi.nlm.nih.gov/articles/PMC7530824/,pmc_full_text,"Abstract, Results",verified,"endpoint,value,denominator,ci",18,2026-07-31
ICI-6e978d0f58-01,PMID:33001135,https://pmc.ncbi.nlm.nih.gov/articles/PMC7530824/,pmc_full_text,Table.,verified,"endpoint,value,denominator,timepoint,population:1",19,2026-07-31
ICI-fee7335545-01,PMID:33001135,https://pmc.ncbi.nlm.nih.gov/articles/PMC7530824/,pmc_full_text,"Abstract, Results",verified,"endpoint,value,denominator,ci",18,2026-07-31
ICI-6f4689caf8-01,PMID:33001135,https://pmc.ncbi.nlm.nih.gov/articles/PMC7530824/,pmc_full_text,"Abstract, Results",verified,"endpoint,value,denominator,timepoint",17,2026-07-31
ICI-f198f5c4b6-01,PMID:38844309,https://pubmed.ncbi.nlm.nih.gov/38844309/,pubmed_abstract,"Abstract, Results",verified,"endpoint,value,population:2",14,2026-07-31
ICI-2e8f590173-01,PMID:38844309,https://pubmed.ncbi.nlm.nih.gov/38844309/,pubmed_abstract,"Abstract, Results",verified,"endpoint,value,timepoint,population:2",17,2026-07-31
ICI-2ed96eedbc-01,PMID:38844309,https://pubmed.ncbi.nlm.nih.gov/38844309/,pubmed_abstract,"Abstract, Results",verified,"endpoint,value,ci,timepoint,population:2",21,2026-07-31
ICI-e29b6e85a5-01,DOI:10.1056/EVIDoa2100070,https://doi.org/10.1056/EVIDoa2100070,doi_record,,citation_only,source citation verified; no public text block was available,0,2026-07-31
ICI-3356419757-01,DOI:10.1056/EVIDoa2100070,https://doi.org/10.1056/EVIDoa2100070,doi_record,,citation_only,source citation verified; no public text block was available,0,2026-07-31
ICI-212d27db9c-01,DOI:10.1056/EVIDoa2100070,https://doi.org/10.1056/EVIDoa2100070,doi_record,,citation_only,source citation verified; no public text block was available,0,2026-07-31
ICI-15e3b58699-01,DOI:10.1056/EVIDoa2100070,https://doi.org/10.1056/EVIDoa2100070,doi_record,,citation_only,source citation verified; no public text block was available,0,2026-07-31
ICI-83bfc48f29-01,DOI:10.1056/EVIDoa2100070,https://doi.org/10.1056/EVIDoa2100070,doi_record,,citation_only,source citation verified; no public text block was available,0,2026-07-31
ICI-608df4bed5-01,DOI:10.1056/EVIDoa2100070,https://doi.org/10.1056/EVIDoa2100070,doi_record,,citation_only,source citation verified; no public text block was available,0,2026-07-31
ICI-ad825ad73b-01,DOI:10.1056/EVIDoa2100070,https://doi.org/10.1056/EVIDoa2100070,doi_record,,citation_only,source citation verified; no public text block was available,0,2026-07-31
ICI-ef9705b258-01,DOI:10.1056/EVIDoa2100070,https://doi.org/10.1056/EVIDoa2100070,doi_record,,citation_only,source citation verified; no public text block was available,0,2026-07-31
ICI-50158d5c35-01,DOI:10.1056/EVIDoa2100070,https://doi.org/10.1056/EVIDoa2100070,doi_record,,citation_only,source citation verified; no public text block was available,0,2026-07-31
ICI-243fff63b6-01,DOI:10.1056/EVIDoa2100070,https://doi.org/10.1056/EVIDoa2100070,doi_record,,citation_only,source citation verified; no public text block was available,0,2026-07-31
ICI-f834cd0444-01,DOI:10.1056/EVIDoa2100070,https://doi.org/10.1056/EVIDoa2100070,doi_record,,citation_only,source citation verified; no public text block was available,0,2026-07-31
ICI-17b105bce4-01,DOI:10.1056/EVIDoa2100070,https://doi.org/10.1056/EVIDoa2100070,doi_record,,citation_only,source citation verified; no public text block was available,0,2026-07-31
ICI-35b9cfa565-01,DOI:10.1056/EVIDoa2100070,https://doi.org/10.1056/EVIDoa2100070,doi_record,,citation_only,source citation verified; no public text block was available,0,2026-07-31
ICI-1a577b99d3-01,DOI:10.1056/EVIDoa2100070,https://doi.org/10.1056/EVIDoa2100070,doi_record,,citation_only,source citation verified; no public text block was available,0,2026-07-31
ICI-bbe300d326-01,PMID:26412456,https://pmc.ncbi.nlm.nih.gov/articles/PMC5705936/,pmc_full_text,Results > Efficacy,verified,"endpoint,value,population:1",12,2026-07-31
ICI-4bb87fd546-01,PMID:26412456,https://pmc.ncbi.nlm.nih.gov/articles/PMC5705936/,pmc_full_text,Results > Efficacy,verified,"endpoint,value,ci,timepoint,population:1",19,2026-07-31
ICI-a77be98e0c-01,PMID:26412456,https://pmc.ncbi.nlm.nih.gov/articles/PMC5705936/,pmc_full_text,"Abstract, Results",verified,"endpoint,value,denominator,timepoint,population:1",18,2026-07-31
ICI-e49237a35b-01,PMID:26412456,https://pmc.ncbi.nlm.nih.gov/articles/PMC5705936/,pmc_full_text,"Abstract, Results",verified,"endpoint,value,denominator,ci,population:1",19,2026-07-31
ICI-59b50426f3-01,PMID:26412456,https://pmc.ncbi.nlm.nih.gov/articles/PMC5705936/,pmc_full_text,"Abstract, Results",verified,"endpoint,value,denominator,ci,timepoint,population:1",22,2026-07-31
ICI-21dbb61b2b-01,PMID:26412456,https://pmc.ncbi.nlm.nih.gov/articles/PMC5705936/,pmc_full_text,"Abstract, Results",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-0e85cfe55d-01,PMID:26412456,https://pmc.ncbi.nlm.nih.gov/articles/PMC5705936/,pmc_full_text,"Abstract, Results",verified,"endpoint,timepoint,population:1",12,2026-07-31
ICI-9abbc81fd4-01,PMID:26412456,https://pmc.ncbi.nlm.nih.gov/articles/PMC5705936/,pmc_full_text,"Abstract, Results",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-6a742a88f1-01,PMID:26412456,https://pmc.ncbi.nlm.nih.gov/articles/PMC5705936/,pmc_full_text,"Abstract, Results",verified,"endpoint,timepoint,population:1",12,2026-07-31
ICI-d7be178df9-01,PMID:26412456,https://pmc.ncbi.nlm.nih.gov/articles/PMC5705936/,pmc_full_text,"Abstract, Results",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-701b430ad3-01,PMID:26412456,https://pmc.ncbi.nlm.nih.gov/articles/PMC5705936/,pmc_full_text,"Abstract, Results",verified,"endpoint,timepoint,population:1",12,2026-07-31
ICI-0f54d83fe4-01,PMID:27718847,https://pubmed.ncbi.nlm.nih.gov/27718847/,pubmed_abstract,"Abstract, Results",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-1541540c6b-01,PMID:27718847,https://pubmed.ncbi.nlm.nih.gov/27718847/,pubmed_abstract,"Abstract, Results",verified,"endpoint,value,timepoint",15,2026-07-31
ICI-422127f512-01,PMID:27718847,https://pubmed.ncbi.nlm.nih.gov/27718847/,pubmed_abstract,"Abstract, Results",verified,"endpoint,value",12,2026-07-31
ICI-629c395ded-01,PMID:31562796,https://pubmed.ncbi.nlm.nih.gov/31562796/,pubmed_abstract,"Abstract, Results",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-baed09d614-01,PMID:31562796,https://pubmed.ncbi.nlm.nih.gov/31562796/,pubmed_abstract,"Abstract, Results",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-0ef4198abe-01,PMID:31562796,https://pubmed.ncbi.nlm.nih.gov/31562796/,pubmed_abstract,"Abstract, Results",verified,"endpoint,value,timepoint,population:1",16,2026-07-31
ICI-f7bf901d27-01,PMID:31562796,https://pubmed.ncbi.nlm.nih.gov/31562796/,pubmed_abstract,"Abstract, Results",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-5cc9d59a69-01,PMID:31562796,https://pubmed.ncbi.nlm.nih.gov/31562796/,pubmed_abstract,"Abstract, Results",verified,"endpoint,value,timepoint,population:1",16,2026-07-31
ICI-52803ba4cf-01,PMID:36223558,https://pmc.ncbi.nlm.nih.gov/articles/PMC9937094/,pmc_full_text,"Abstract, RESULTS",verified,"endpoint,value,timepoint,population:3",18,2026-07-31
ICI-e0081e5893-01,PMID:32997907,https://pubmed.ncbi.nlm.nih.gov/32997907/,pubmed_abstract,"Abstract, Results",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-4439b03c5c-01,PMID:32997907,https://pubmed.ncbi.nlm.nih.gov/32997907/,pubmed_abstract,"Abstract, Results",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-2c41aa9242-01,PMID:32997907,https://pubmed.ncbi.nlm.nih.gov/32997907/,pubmed_abstract,"Abstract, Results",verified,"endpoint,timepoint,population:2",13,2026-07-31
ICI-919fa6659e-01,PMID:32997907,https://pubmed.ncbi.nlm.nih.gov/32997907/,pubmed_abstract,"Abstract, Results",verified,"endpoint,value,timepoint,population:2",17,2026-07-31
ICI-25b2af6aac-01,PMID:27979383,https://pmc.ncbi.nlm.nih.gov/articles/PMC6886121/,pmc_full_text,,not_verified,no source block matched the endpoint and row-specific evidence,0,2026-07-31
ICI-ab42735a77-01,PMID:27979383,https://pmc.ncbi.nlm.nih.gov/articles/PMC6886121/,pmc_full_text,"Abstract, Findings",verified,"endpoint,denominator,timepoint",13,2026-07-31
ICI-b3d0d4438b-01,PMID:29773717,https://pmc.ncbi.nlm.nih.gov/articles/PMC6030433/,pmc_full_text,,not_verified,no source block matched the endpoint and row-specific evidence,0,2026-07-31
ICI-40ee4f78ab-01,PMID:29773717,https://pmc.ncbi.nlm.nih.gov/articles/PMC6030433/,pmc_full_text,,not_verified,no source block matched the endpoint and row-specific evidence,0,2026-07-31
ICI-40ee4f78ab-02,PMID:29773717,https://pmc.ncbi.nlm.nih.gov/articles/PMC6030433/,pmc_full_text,,not_verified,no source block matched the endpoint and row-specific evidence,0,2026-07-31
ICI-2e06c5f7d3-01,PMID:29773717,https://pmc.ncbi.nlm.nih.gov/articles/PMC6030433/,pmc_full_text,Abstract,verified,"endpoint,value,denominator,population:3",17,2026-07-31
ICI-1c401c554d-01,PMID:29773717,https://pmc.ncbi.nlm.nih.gov/articles/PMC6030433/,pmc_full_text,Results > Co-mutations in STK11/LKB1 are associated with inferior clinical outcome with PD-1 blockade in multiple independent cohorts of KRAS-mutant LUAC,verified,"endpoint,value,denominator,population:3",16,2026-07-31
ICI-be21515948-01,PMID:26028407,https://pmc.ncbi.nlm.nih.gov/articles/PMC4681400/,pmc_full_text,Table 2,verified,curated estimate note names the exact source table or figure,0,2026-07-31
ICI-5b813640a5-01,PMID:26028407,https://pmc.ncbi.nlm.nih.gov/articles/PMC4681400/,pmc_full_text,Table 2,verified,curated estimate note names the exact source table or figure,0,2026-07-31
ICI-79f3d709fb-01,PMID:26028407,https://pmc.ncbi.nlm.nih.gov/articles/PMC4681400/,pmc_full_text,"Abstract, Results",verified,"endpoint,value,timepoint,population:2",17,2026-07-31
ICI-20c769fcb5-01,PMID:26028407,https://pmc.ncbi.nlm.nih.gov/articles/PMC4681400/,pmc_full_text,"Abstract, Results",verified,"endpoint,value,ci,timepoint,population:2",21,2026-07-31
ICI-20ef0a8cde-01,PMID:26028407,https://pmc.ncbi.nlm.nih.gov/articles/PMC4681400/,pmc_full_text,"Abstract, Results",verified,"endpoint,value,ci,population:2",18,2026-07-31
ICI-c6a98e5172-01,PMID:26028407,https://pmc.ncbi.nlm.nih.gov/articles/PMC4681400/,pmc_full_text,Table 2,verified,"endpoint,value_status,denominator,timepoint,population:2",20,2026-07-31
ICI-a55f83933e-01,DOI:10.1200/JCO.20.01605,https://pmc.ncbi.nlm.nih.gov/articles/PMC8078445/,pmc_full_text,RESULTS > Tumor Response,verified,"endpoint,value,ci,timepoint,population:1",19,2026-07-31
ICI-fef3211a5c-01,PMID:27718847,https://pubmed.ncbi.nlm.nih.gov/27718847/,pubmed_abstract,"Abstract, Results",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-bc41e5a2f8-01,PMID:27718847,https://pubmed.ncbi.nlm.nih.gov/27718847/,pubmed_abstract,"Abstract, Results",verified,"endpoint,value,timepoint",15,2026-07-31
ICI-387932c49f-01,PMID:27718847,https://pubmed.ncbi.nlm.nih.gov/27718847/,pubmed_abstract,"Abstract, Results",verified,"endpoint,value_status,timepoint",15,2026-07-31
ICI-d9f97a062f-01,PMID:36808285,https://pmc.ncbi.nlm.nih.gov/articles/PMC10398811/,pmc_full_text,"Abstract, Results",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-fd1d20b4a9-01,PMID:36808285,https://pmc.ncbi.nlm.nih.gov/articles/PMC10398811/,pmc_full_text,Results > No Survival Benefit Was Observed Across Cohorts,verified,"endpoint,value,denominator,ci,timepoint,population:3",23,2026-07-31
ICI-c9425f6f6e-01,PMID:36808285,https://pmc.ncbi.nlm.nih.gov/articles/PMC10398811/,pmc_full_text,Results > No Survival Benefit Was Observed Across Cohorts,verified,"endpoint,value,denominator,ci,timepoint,population:3",23,2026-07-31
ICI-df9bc910a7-01,PMID:36808285,https://pmc.ncbi.nlm.nih.gov/articles/PMC10398811/,pmc_full_text,Results > No Survival Benefit Was Observed Across Cohorts,verified,"endpoint,value,denominator,timepoint,population:3",19,2026-07-31
ICI-9374924e16-01,PMID:36808285,https://pmc.ncbi.nlm.nih.gov/articles/PMC10398811/,pmc_full_text,"Abstract, Results",source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-22ba3b1e19-01,PMID:36808285,https://pmc.ncbi.nlm.nih.gov/articles/PMC10398811/,pmc_full_text,Results > No Survival Benefit Was Observed Across Cohorts,verified,"endpoint,value,denominator,ci,timepoint,population:3",23,2026-07-31
ICI-a36540dcf8-01,PMID:36808285,https://pmc.ncbi.nlm.nih.gov/articles/PMC10398811/,pmc_full_text,Results > No Survival Benefit Was Observed Across Cohorts,verified,"endpoint,value,denominator,timepoint,population:3",19,2026-07-31
ICI-ae96c8bb72-01,PMID:36808285,https://pmc.ncbi.nlm.nih.gov/articles/PMC10398811/,pmc_full_text,Results > No Survival Benefit Was Observed Across Cohorts,verified,"endpoint,denominator,timepoint,population:3",15,2026-07-31
ICI-a5110c10af-01,DOI:10.1080/10428194.2022.2034155,https://www.tandfonline.com/doi/abs/10.1080/10428194.2022.2034155,publisher_full_text,"Table 3; Results, Efficacy",verified,manual population and denominator review; docs/curation-audit.md,,2026-09-15
ICI-00c2bac28b-01,DOI:10.1080/10428194.2022.2034155,https://www.tandfonline.com/doi/abs/10.1080/10428194.2022.2034155,publisher_full_text,"Table 3; Results, Efficacy",verified,manual population and denominator review; docs/curation-audit.md,,2026-09-15
ICI-5a37718a4b-01,DOI:10.1080/10428194.2022.2034155,https://www.tandfonline.com/doi/abs/10.1080/10428194.2022.2034155,publisher_full_text,"Table 3; Results, Efficacy",verified,manual population and denominator review; docs/curation-audit.md,,2026-09-15
ICI-74fb282c7c-01,DOI:10.1080/10428194.2022.2034155,https://www.tandfonline.com/doi/abs/10.1080/10428194.2022.2034155,publisher_full_text,"Table 3; Results, Efficacy",verified,manual population and denominator review; docs/curation-audit.md,,2026-09-15
ICI-8822167caa-01,DOI:10.1080/10428194.2022.2034155,https://www.tandfonline.com/doi/abs/10.1080/10428194.2022.2034155,publisher_full_text,"Table 3; Results, Efficacy",verified,manual population and denominator review; docs/curation-audit.md,,2026-09-15
ICI-9aec2e4744-01,DOI:10.1080/10428194.2022.2034155,https://www.tandfonline.com/doi/abs/10.1080/10428194.2022.2034155,publisher_full_text,"Table 3; Results, Efficacy",verified,manual population and denominator review; docs/curation-audit.md,,2026-09-15
ICI-b7d9a56e32-01,DOI:10.1080/10428194.2022.2034155,https://www.tandfonline.com/doi/abs/10.1080/10428194.2022.2034155,publisher_full_text,"Table 3; Results, Efficacy",verified,manual population and denominator review; docs/curation-audit.md,,2026-09-15
ICI-13b1a410d0-01,DOI:10.1080/10428194.2022.2034155,https://doi.org/10.1080/10428194.2022.2034155,doi_record,,citation_only,source citation verified; no public text block was available,0,2026-07-31
ICI-ba05b51ac5-01,DOI:10.1080/10428194.2022.2034155,https://doi.org/10.1080/10428194.2022.2034155,doi_record,,citation_only,source citation verified; no public text block was available,0,2026-07-31
ICI-7502d759c8-01,PMID:35289329,https://pmc.ncbi.nlm.nih.gov/articles/PMC8921328/,pmc_full_text,Abstract,source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-52e16b7ccb-01,PMID:35289329,https://pmc.ncbi.nlm.nih.gov/articles/PMC8921328/,pmc_full_text,Abstract,source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-2843a019c0-01,PMID:35289329,https://pmc.ncbi.nlm.nih.gov/articles/PMC8921328/,pmc_full_text,Results > Patients > Efficacy,verified,"endpoint,value,denominator,ci,timepoint,population:2",22,2026-07-31
ICI-784f9b8f57-01,PMID:35289329,https://pmc.ncbi.nlm.nih.gov/articles/PMC8921328/,pmc_full_text,Supplementary Figure 2,verified,curated estimate note names the exact source table or figure,0,2026-07-31
ICI-6391ac3bad-01,PMID:35289329,https://pmc.ncbi.nlm.nih.gov/articles/PMC8921328/,pmc_full_text,Abstract,source_section,source citation verified; only a coarse public source section was available,0,2026-07-31
ICI-2ddb5630e5-01,PMID:35289329,https://pmc.ncbi.nlm.nih.gov/articles/PMC8921328/,pmc_full_text,Results > Patients > Efficacy,verified,"endpoint,timepoint,population:1",11,2026-07-31
