dataset,row_key,cancer_code,regimen,metric,value,reference,source_review_status,source_locator,findings
cancer-ici-response-estimates,ICI-12f399f520-01,ANSC,PD-1,OS_RATE,49,PMID:35114169,prior_locator_verified,Results,
cancer-ici-response-estimates,ICI-f98669fce1-01,ANSC,PD-1,OS_RATE,26,PMID:35114169,prior_locator_verified,Results,
cancer-ici-response-estimates,ICI-f9b0039eaa-01,ANSC,PD-1,DOR,,PMID:35114169,audited_gap,Results,
cancer-ici-response-estimates,ICI-ccc536e5e5-01,ANSC,PD-1,ORR,15,PMID:35114169,prior_locator_source_section,"Abstract, Findings",numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-deeb11dc2d-01,ATC,PD-1+CTLA-4,ORR,30,DOI:10.1200/JCO.2020.38.15_suppl.6513,prior_locator_citation_only,,numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-cb72c7e2fd-01,ATC,PD-1+CTLA-4,CBR,50,DOI:10.1200/JCO.2020.38.15_suppl.6513,prior_locator_citation_only,,numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-966148cfb1-01,ATC,PD-1+CTLA-4,ORR,9.4,DOI:10.1200/JCO.2020.38.15_suppl.6513,prior_locator_citation_only,,excluded_from_pooling;numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-52dbc5d599-01,BCC,PD-1,ORR,31,PMID:34000246,prior_locator_source_section,"Abstract, Findings",numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-8b2190adfe-01,BCC,PD-1,CRR,6,PMID:34000246,prior_locator_verified,"Abstract, Findings",
cancer-ici-response-estimates,ICI-48975a9625-01,BCC,PD-1,PR,25,PMID:34000246,prior_locator_verified,"Abstract, Findings",
cancer-ici-response-estimates,ICI-9394b751d8-01,BCC,PD-1,DCR,80,PMID:34000246,prior_locator_source_section,"Abstract, Findings",numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-6eab5da93b-01,BCC,PD-1,DURABLE DISEASE CONTROL,60,PMID:34000246,prior_locator_source_section,"Abstract, Findings",numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-d465ee2e25-01,BCC,PD-1,PFS,19,PMID:34000246,prior_locator_source_section,"Abstract, Findings",numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-895dd9d929-01,BCC,PD-1,DOR,,PMID:34000246,audited_gap,"Abstract, Findings",
cancer-ici-response-estimates,ICI-19956d182d-01,BCC,PD-1,ORR,22,DOI:10.1016/j.annonc.2023.10.123,prior_locator_citation_only,,numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-4398a82d1e-01,BCC,PD-1,CRR,3.7,DOI:10.1016/j.annonc.2023.10.123,prior_locator_citation_only,,numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-143d70f5e9-01,BCC,PD-1,PR,18.5,DOI:10.1016/j.annonc.2023.10.123,prior_locator_citation_only,,numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-cb7e1bb636-01,BCC,PD-1,PFS,10,DOI:10.1016/j.annonc.2023.10.123,prior_locator_not_verified,,numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-ed94d6f902-01,BCC,PD-1,OS,50,DOI:10.1016/j.annonc.2023.10.123,prior_locator_not_verified,,numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-5b1e201a99-01,BLCA,PD-1,ORR,28.6,PMID:32552471,prior_locator_verified,"Abstract, Results",
cancer-ici-response-estimates,ICI-278a4de643-01,BLCA,PD-1,CRR,8.9,PMID:32552471,prior_locator_source_section,"Abstract, Results",numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-ef83e86663-01,BLCA,PD-1,PR,19.7,PMID:32552471,prior_locator_verified,"Abstract, Results",
cancer-ici-response-estimates,ICI-5a7d2cb428-01,BLCA,PD-1,DOR,30.1,PMID:32552471,prior_locator_verified,"Abstract, Results",
cancer-ici-response-estimates,ICI-06eac5a1cb-01,BLCA,PD-1,OS,11.3,PMID:32552471,prior_locator_verified,"Abstract, Results",
cancer-ici-response-estimates,ICI-acb3b19314-01,BLCA,PD-1,OS_RATE,46.9,PMID:32552471,prior_locator_verified,"Abstract, Results",
cancer-ici-response-estimates,ICI-2e11cec466-01,BLCA,PD-1,OS_RATE,31.2,PMID:32552471,prior_locator_verified,"Abstract, Results",
cancer-ici-response-estimates,ICI-def378bec0-01,BLCA,PD-1,ORR,47.3,PMID:32552471,prior_locator_verified,"Abstract, Results",response_denominator_missing
cancer-ici-response-estimates,ICI-9ef67e9b93-01,BLCA,PD-1,OS,18.5,PMID:32552471,prior_locator_verified,"Abstract, Results",
cancer-ici-response-estimates,ICI-22d7ca6935-01,BLCA,PD-1,ORR,19.6,PMID:28131785,prior_locator_source_section,"Abstract, Findings",numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-1c4c4cfa84-01,BLCA,PD-1,ORR,28.4,PMID:28131785,prior_locator_source_section,"Abstract, Findings",numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-bde6ff938a-01,BLCA,PD-1,ORR,16.1,PMID:28131785,prior_locator_source_section,"Abstract, Findings",numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-c4d53723ca-01,BLCA,PD-1,PFS,2,PMID:28131785,prior_locator_source_section,"Abstract, Findings",numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-79dcf4f7b4-01,BLCA,PD-1,OS,8.74,PMID:28131785,prior_locator_verified,"Abstract, Findings",
cancer-ici-response-estimates,ICI-9177ece704-01,BLCA,PD-L1,ORR,23,PMID:27939400,prior_locator_verified,"Abstract, Findings",
cancer-ici-response-estimates,ICI-ecf5c23723-01,BLCA,PD-L1,CRR,9,PMID:27939400,prior_locator_verified,"Abstract, Findings",
cancer-ici-response-estimates,ICI-2fcd0d8682-01,BLCA,PD-L1,DOR,,PMID:27939400,audited_gap,"Abstract, Findings",
cancer-ici-response-estimates,ICI-3532954092-01,BLCA,PD-L1,PFS,2.7,PMID:27939400,prior_locator_verified,"Abstract, Findings",
cancer-ici-response-estimates,ICI-e1c1959728-01,BLCA,PD-L1,OS,15.9,PMID:27939400,prior_locator_verified,"Abstract, Findings",
cancer-ici-response-estimates,ICI-e52143e1a0-01,BLCA,PD-L1,ORR,15,PMID:26952546,prior_locator_verified,Results,
cancer-ici-response-estimates,ICI-2d8a335e01-01,BLCA,PD-L1,ORR,17.8,PMID:28817753,prior_locator_verified,"Abstract, Results",
cancer-ici-response-estimates,ICI-9e11d8b7bd-01,BLCA,PD-L1,ORR,17,PMID:29217288,prior_locator_source_section,"Abstract, Findings",numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-02e900249c-01,BRCA_TNBC,PD-1,ORR,5.3,PMID:30475950,prior_locator_verified,"Abstract, Results",
cancer-ici-response-estimates,ICI-00a12fc413-01,BRCA_TNBC,PD-1,ORR,5.7,PMID:30475950,prior_locator_verified,"Abstract, Results",response_denominator_missing
cancer-ici-response-estimates,ICI-56d7f8d4cf-01,BRCA_TNBC,PD-1,DCR,7.6,PMID:30475950,prior_locator_verified,"Abstract, Results",
cancer-ici-response-estimates,ICI-b2835651b5-01,BRCA_TNBC,PD-1,DOR,,PMID:30475950,audited_gap,"Abstract, Results",
cancer-ici-response-estimates,ICI-0f0e089271-01,BRCA_TNBC,PD-1,PFS,2,PMID:30475950,prior_locator_verified,"Abstract, Results",
cancer-ici-response-estimates,ICI-a5299960c5-01,BRCA_TNBC,PD-1,PFS_RATE,14.9,PMID:30475950,prior_locator_verified,"Abstract, Results",
cancer-ici-response-estimates,ICI-e229a8f185-01,BRCA_TNBC,PD-1,OS,9,PMID:30475950,prior_locator_verified,"Abstract, Results",
cancer-ici-response-estimates,ICI-d6cf87e9e5-01,BRCA_TNBC,PD-1,ORR,21.4,PMID:30475947,prior_locator_verified,"Abstract, Results",
cancer-ici-response-estimates,ICI-9fc9ca17f2-01,BRCA_TNBC,PD-1,CRR,4.8,PMID:30475947,prior_locator_source_section,"Abstract, Results",numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-3a751ea034-01,BRCA_TNBC,PD-1,DCR,23.8,PMID:30475947,prior_locator_verified,"Abstract, Results",
cancer-ici-response-estimates,ICI-b8438e7460-01,BRCA_TNBC,PD-1,DOR,10.4,PMID:30475947,prior_locator_verified,"Abstract, Results",
cancer-ici-response-estimates,ICI-ba47635e7b-01,BRCA_TNBC,PD-1,PFS,2.1,PMID:30475947,prior_locator_verified,"Abstract, Results",
cancer-ici-response-estimates,ICI-2a0f370265-01,BRCA_TNBC,PD-1,OS,18,PMID:30475947,prior_locator_verified,"Abstract, Results",
cancer-ici-response-estimates,ICI-3792c43928-01,BRCA_TNBC,PD-L1,ORR,10,PMID:30242306,prior_locator_source_section,"Abstract, Findings",numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-54fd4a7840-01,BRCA_TNBC,PD-L1,DOR,21,PMID:30242306,prior_locator_verified,"Abstract, Results",
cancer-ici-response-estimates,ICI-7353d7284b-01,BRCA_TNBC,PD-L1,ORR,24,PMID:30242306,prior_locator_source_section,"Abstract, Findings",numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-1bc1f2c450-01,BRCA_TNBC,PD-L1,OS,17.6,PMID:30242306,prior_locator_verified,"Abstract, Results",
cancer-ici-response-estimates,ICI-6bbe217c59-01,BRCA_TNBC,PD-L1,ORR,6,PMID:30242306,prior_locator_source_section,"Abstract, Findings",numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-dd8d58275c-01,BRCA_TNBC,PD-L1,ORR,12,PMID:30242306,prior_locator_source_section,"Abstract, Findings",numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-c5947bad6b-01,CESC,PD-1,ORR,14.6,PMID:30943124,prior_locator_verified,"Abstract, Results",
cancer-ici-response-estimates,ICI-ac4b7c47c2-01,CESC,PD-1,ORR,12.2,PMID:30943124,prior_locator_verified,"Abstract, Results",
cancer-ici-response-estimates,ICI-ddd8d6f347-01,CESC,PD-1,CRR,3.1,PMID:30943124,prior_locator_source_section,"Abstract, Results",numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-2e11ae750c-01,CESC,PD-1,DCR,30.6,PMID:30943124,prior_locator_source_section,"Abstract, Results",numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-c596c96a12-01,CESC,PD-1,DOR,,PMID:30943124,audited_gap,"Abstract, Results",
cancer-ici-response-estimates,ICI-e2686c8669-01,CESC,PD-L1,ORR,15.6,PMID:38858106,prior_locator_verified,"Abstract, Results",
cancer-ici-response-estimates,ICI-e1b1f63c42-01,CESC,PD-L1,PFS,1.9,PMID:38858106,prior_locator_verified,"Abstract, Results",
cancer-ici-response-estimates,ICI-98dca50d7c-01,CESC,PD-L1,OS,10.6,PMID:38858106,prior_locator_verified,"Abstract, Results",
cancer-ici-response-estimates,ICI-13c6b42ce9-01,CESC,PD-L1+TIGIT,ORR,19,PMID:38858106,prior_locator_source_section,"Abstract, Results",numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-489d075019-01,CESC,PD-L1+TIGIT,PFS,2.8,PMID:38858106,prior_locator_verified,"Abstract, Results",
cancer-ici-response-estimates,ICI-6ea87b002f-01,CESC,PD-L1+TIGIT,OS,11.1,PMID:38858106,prior_locator_verified,"Abstract, Results",
cancer-ici-response-estimates,ICI-2814c8c5da-01,CESC,PD-L1,ORR,20.7,PMID:38858106,prior_locator_not_verified,,numeric_source_location_not_verified;response_denominator_missing
cancer-ici-response-estimates,ICI-06e6f755ae-01,BTC,PD-1,ORR,5.8,PMID:32359091,prior_locator_verified,Abstract,
cancer-ici-response-estimates,ICI-ffb31451ac-01,BTC,PD-1,DOR,,PMID:32359091,audited_gap,Abstract,
cancer-ici-response-estimates,ICI-95f2890cf3-01,BTC,PD-1,PFS,2,PMID:32359091,prior_locator_verified,Abstract,
cancer-ici-response-estimates,ICI-6ea6de466b-01,BTC,PD-1,OS,7.4,PMID:32359091,prior_locator_verified,Abstract,
cancer-ici-response-estimates,ICI-1545ffe3c3-01,BTC,PD-1,ORR,6.6,PMID:32359091,prior_locator_verified,Abstract,
cancer-ici-response-estimates,ICI-78b32558b8-01,BTC,PD-1,ORR,2.9,PMID:32359091,prior_locator_verified,Abstract,
cancer-ici-response-estimates,ICI-d1d318d5fd-01,BTC,PD-1,ORR,13,PMID:32359091,prior_locator_verified,Abstract,
cancer-ici-response-estimates,ICI-bafeb33323-01,BTC,PD-1,DOR,,PMID:32359091,audited_gap,Abstract,
cancer-ici-response-estimates,ICI-784ad2abd2-01,BTC,PD-1,PFS,1.8,PMID:32359091,prior_locator_located_unverified,Abstract,numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-45d73edf58-01,BTC,PD-1,OS,5.7,PMID:32359091,prior_locator_located_unverified,Abstract,numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-a9bc719db3-01,BTC,PD-L1,ORR,4.8,PMID:35611499,prior_locator_verified,RESULTS > Efficacy > Durvalumab monotherapy,
cancer-ici-response-estimates,ICI-1a2bac306d-01,BTC,PD-L1,CRR,0,PMID:35611499,prior_locator_source_section,"Abstract, Results",numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-8892fb2c2f-01,BTC,PD-L1,DOR,9.7,PMID:35611499,prior_locator_verified,RESULTS > Efficacy > Durvalumab monotherapy,
cancer-ici-response-estimates,ICI-01b8ec043a-01,BTC,PD-L1,PFS,1.5,PMID:35611499,prior_locator_verified,RESULTS > Efficacy > Durvalumab monotherapy,
cancer-ici-response-estimates,ICI-29df11bed9-01,BTC,PD-L1,OS,8.1,PMID:35611499,prior_locator_verified,RESULTS > Efficacy > Durvalumab monotherapy,
cancer-ici-response-estimates,ICI-8c1c82b596-01,BTC,PD-L1+CTLA-4,ORR,10.8,PMID:35611499,prior_locator_verified,RESULTS > Efficacy > Durvalumab plus tremelimumab,
cancer-ici-response-estimates,ICI-37635ad717-01,BTC,PD-L1+CTLA-4,CRR,0,PMID:35611499,prior_locator_source_section,"Abstract, Results",numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-d6adf64029-01,BTC,PD-L1+CTLA-4,DOR,8.4,PMID:35611499,prior_locator_verified,RESULTS > Efficacy > Durvalumab plus tremelimumab,
cancer-ici-response-estimates,ICI-7fa8a24816-01,BTC,PD-L1+CTLA-4,PFS,1.6,PMID:35611499,prior_locator_verified,RESULTS > Efficacy > Durvalumab plus tremelimumab,
cancer-ici-response-estimates,ICI-c340520250-01,BTC,PD-L1+CTLA-4,OS,10.1,PMID:35611499,prior_locator_verified,RESULTS > Efficacy > Durvalumab plus tremelimumab,
cancer-ici-response-estimates,ICI-4f6402b639-01,CLL,PD-1,ORR,0,DOI:10.1182/blood-2017-02-765685,prior_locator_source_section,Abstract,numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-c319898ee7-01,CLL,PD-1,ORR,44.4,DOI:10.1182/blood-2017-02-765685,prior_locator_source_section,Abstract,numeric_source_location_not_verified;small_denominator
cancer-ici-response-estimates,ICI-7c9277b87c-01,CLL,PD-1,OS,10.7,DOI:10.1182/blood-2017-02-765685,prior_locator_verified,Abstract,
cancer-ici-response-estimates,ICI-dfd5824394-01,COAD,PD-1,ORR,5.0,,prior_locator_not_applicable,,excluded_from_pooling;no_direct_reference;numeric_source_location_not_verified;response_denominator_missing
cancer-ici-response-estimates,ICI-9099787bfc-01,CRC_MSI,PD-1,ORR,43.8,PMID:33264544,prior_locator_verified,Table 2,
cancer-ici-response-estimates,ICI-fac1883214-01,CRC_MSI,PD-1,CRR,11.1,PMID:33264544,prior_locator_verified,Table 2,
cancer-ici-response-estimates,ICI-013ea9c9ea-01,CRC_MSI,PD-1,PFS,16.5,PMID:33264544,prior_locator_verified,"Abstract, Results",
cancer-ici-response-estimates,ICI-f0a7b7fce0-01,CRC_MSI,PD-1,DOR,,PMID:33264544,audited_gap,Table 2,
cancer-ici-response-estimates,ICI-c51444aea4-01,CRC_MSI,PD-1,ORR,45.8,PMID:39631622,prior_locator_source_section,"Abstract, Results",numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-a9c559498c-01,CRC_MSI,PD-1,DOR,75.4,PMID:39631622,prior_locator_verified,"Abstract, Results",
cancer-ici-response-estimates,ICI-e5de24a94f-01,CRC_MSI,PD-1,OS,77.5,PMID:39631622,prior_locator_verified,"Abstract, Results",
cancer-ici-response-estimates,ICI-072ab82577-01,CRC_MSI,non-ICI,ORR,33.1,PMID:33264544,prior_locator_source_section,"Abstract, Results",excluded_from_pooling;numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-50aacfc02d-01,CRC_MSI,non-ICI,PFS,8.2,PMID:33264544,prior_locator_verified,"Abstract, Results",
cancer-ici-response-estimates,ICI-2fc5165568-01,CRC_MSI,PD-1,ORR,40,PMID:26028255,prior_locator_verified,RESULTS > PRIMARY END POINT,
cancer-ici-response-estimates,ICI-4ab1cc05e0-01,CRC_MSI,PD-1,PFS_RATE,78,PMID:26028255,prior_locator_verified,RESULTS > PRIMARY END POINT,small_denominator
cancer-ici-response-estimates,ICI-cae877771b-01,CRC_MSI,PD-1,PFS,,PMID:26028255,audited_gap,"Abstract, RESULTS",
cancer-ici-response-estimates,ICI-b6d5eed7d9-01,CRC_MSI,PD-1,OS,,PMID:26028255,audited_gap,"Abstract, RESULTS",
cancer-ici-response-estimates,ICI-c0e3d71f07-01,CRC_MSI,PD-1,ORR,33,PMID:31725351,prior_locator_verified,"Abstract, RESULTS",
cancer-ici-response-estimates,ICI-83fc7a73eb-01,CRC_MSI,PD-1,ORR,33,PMID:31725351,prior_locator_verified,"Abstract, RESULTS",
cancer-ici-response-estimates,ICI-64ef2b753a-01,CRC_MSI,PD-1,PFS,2.3,PMID:31725351,prior_locator_verified,"Abstract, RESULTS",
cancer-ici-response-estimates,ICI-2f6ad095ba-01,CRC_MSI,PD-1,PFS,4.1,PMID:31725351,prior_locator_verified,"Abstract, RESULTS",
cancer-ici-response-estimates,ICI-95c9d7f68b-01,CRC_MSI,PD-1,OS,31.4,PMID:31725351,prior_locator_verified,"Abstract, RESULTS",
cancer-ici-response-estimates,ICI-e038d0a7a4-01,CRC_MSI,PD-1,OS,,PMID:31725351,audited_gap,"Abstract, RESULTS",
cancer-ici-response-estimates,ICI-06e5425c5f-01,CRC_MSI,PD-1,DOR,,PMID:31725351,audited_gap,"Abstract, RESULTS",
cancer-ici-response-estimates,ICI-e97c6a0bbe-01,CRC_MSI,PD-1+CTLA-4,ORR,55,PMID:29355075,prior_locator_verified,Abstract,
cancer-ici-response-estimates,ICI-6666b2cffd-01,CRC_MSI,PD-1+CTLA-4,DCR,80,PMID:29355075,prior_locator_verified,Abstract,
cancer-ici-response-estimates,ICI-2cb41f5e7b-01,CRC_MSI,PD-1+CTLA-4,PFS_RATE,76,PMID:29355075,prior_locator_verified,Abstract,
cancer-ici-response-estimates,ICI-43925d1c0f-01,CRC_MSI,PD-1+CTLA-4,PFS_RATE,71,PMID:29355075,prior_locator_verified,Abstract,
cancer-ici-response-estimates,ICI-da9d41fc80-01,CRC_MSI,PD-1+CTLA-4,OS_RATE,87,PMID:29355075,prior_locator_verified,Abstract,
cancer-ici-response-estimates,ICI-4b5e624be8-01,CRC_MSI,PD-1+CTLA-4,OS_RATE,85,PMID:29355075,prior_locator_verified,Abstract,
cancer-ici-response-estimates,ICI-e25634c12d-01,CRC_MSI,PD-1+CTLA-4,DOR,,PMID:29355075,audited_gap,Abstract,
cancer-ici-response-estimates,ICI-1086e5daaf-01,CRC_MSI,PD-1+CTLA-4,ORR,69,PMID:34637336,prior_locator_verified,"Abstract, Results",
cancer-ici-response-estimates,ICI-e8b415c4d8-01,CRC_MSI,PD-1+CTLA-4,CRR,13,PMID:34637336,prior_locator_verified,"Abstract, Results",
cancer-ici-response-estimates,ICI-d535bbe754-01,CRC_MSI,PD-1+CTLA-4,DCR,84,PMID:34637336,prior_locator_verified,"Abstract, Results",
cancer-ici-response-estimates,ICI-f21f4fb8c6-01,CRC_MSI,PD-1+CTLA-4,PFS,,PMID:34637336,audited_gap,"Abstract, Results",
cancer-ici-response-estimates,ICI-c391647a74-01,CRC_MSI,PD-1+CTLA-4,OS,,PMID:34637336,audited_gap,"Abstract, Results",
cancer-ici-response-estimates,ICI-172bcbe950-01,CRC_MSI,PD-1+CTLA-4,PFS_RATE,74,PMID:34637336,prior_locator_verified,"Abstract, Results",
cancer-ici-response-estimates,ICI-f71970a937-01,CRC_MSI,PD-1+CTLA-4,OS_RATE,79,PMID:34637336,prior_locator_verified,"Abstract, Results",
cancer-ici-response-estimates,ICI-126ce979c6-01,CRC_MSI,PD-1+CTLA-4,DOR,,PMID:34637336,audited_gap,"Abstract, Results",
cancer-ici-response-estimates,ICI-fac074c76d-01,COAD_MSS,PD-1,ORR,0,PMID:26028255,prior_locator_verified,"Abstract, RESULTS",
cancer-ici-response-estimates,ICI-065ff92796-01,COAD_MSS,PD-1,PFS_RATE,11,PMID:26028255,prior_locator_verified,RESULTS > PRIMARY END POINT,
cancer-ici-response-estimates,ICI-bbff8c381a-01,COAD_MSS,PD-1,PFS,2.2,PMID:26028255,prior_locator_verified,"Abstract, RESULTS",
cancer-ici-response-estimates,ICI-54d6c0c112-01,COAD_MSS,PD-1,OS,5,PMID:26028255,prior_locator_verified,"Abstract, RESULTS",
cancer-ici-response-estimates,ICI-033c8882f9-01,CTCL,PD-1,ORR,38,PMID:31532724,prior_locator_verified,"Abstract, RESULTS",
cancer-ici-response-estimates,ICI-8f71cb2eac-01,CTCL,PD-1,CRR,8.3,PMID:31532724,prior_locator_source_section,"Abstract, RESULTS",numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-c32679e1c3-01,CTCL,PD-1,PR_RATE,29.2,PMID:31532724,prior_locator_source_section,"Abstract, RESULTS",numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-57d9af4608-01,CTCL,PD-1,DOR,,PMID:31532724,audited_gap,"Abstract, RESULTS",
cancer-ici-response-estimates,ICI-9459107c19-01,DIPG,PD-1,ORR,0,PMID:36808285,prior_locator_source_section,"Abstract, Results",excluded_from_pooling;numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-5d159331b2-01,DIPG,PD-1,OS,11.7,PMID:36808285,prior_locator_verified,Results > No Survival Benefit Was Observed Across Cohorts,
cancer-ici-response-estimates,ICI-d107db86df-01,DIPG,PD-1,PFS,6.2,PMID:36808285,prior_locator_verified,Results > No Survival Benefit Was Observed Across Cohorts,
cancer-ici-response-estimates,ICI-353edd1447-01,DIPG,PD-1,OS_RATE,48,PMID:36808285,prior_locator_verified,Results > No Survival Benefit Was Observed Across Cohorts,
cancer-ici-response-estimates,ICI-f4c11e3e55-01,DIPG,PD-1+CTLA-4,OS,10.8,PMID:36808285,prior_locator_verified,Results > No Survival Benefit Was Observed Across Cohorts,
cancer-ici-response-estimates,ICI-e16f38e43f-01,DIPG,PD-1+CTLA-4,OS_RATE,42.9,PMID:36808285,prior_locator_verified,Results > No Survival Benefit Was Observed Across Cohorts,
cancer-ici-response-estimates,ICI-cb4fc6cc85-01,DIPG,PD-1+CTLA-4,PFS,4.5,PMID:36808285,prior_locator_verified,Results > No Survival Benefit Was Observed Across Cohorts,
cancer-ici-response-estimates,ICI-2f44f89310-01,DIPG,PD-1,OS,6.7,PMID:36808285,prior_locator_verified,Results > No Survival Benefit Was Observed Across Cohorts,
cancer-ici-response-estimates,ICI-001726a0e3-01,DIPG,PD-1,PFS,1.7,PMID:36808285,prior_locator_verified,Results > No Survival Benefit Was Observed Across Cohorts,
cancer-ici-response-estimates,ICI-e42db6628c-01,DIPG,PD-1,PFS_RATE,9.4,PMID:36808285,prior_locator_verified,Results > No Survival Benefit Was Observed Across Cohorts,
cancer-ici-response-estimates,ICI-d7188974ab-01,DLBC,PD-1,ORR,10,PMID:30620669,prior_locator_verified,"Abstract, Results",
cancer-ici-response-estimates,ICI-fad62b3255-01,DLBC,PD-1,CRR,3,PMID:30620669,prior_locator_not_verified,,numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-b8f9719958-01,DLBC,PD-1,DOR,11,PMID:30620669,prior_locator_not_verified,,numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-4182f54785-01,DLBC,PD-1,PFS,1.9,PMID:30620669,prior_locator_located_unverified,"Abstract, Results",numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-1978c8ccd2-01,DLBC,PD-1,OS,12.2,PMID:30620669,prior_locator_located_unverified,"Abstract, Results",numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-5ccaa6b719-01,DLBC,PD-1,ORR,3,PMID:30620669,prior_locator_located_unverified,"Abstract, Results",numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-c8e2ba8f45-01,DLBC,PD-1,CRR,0,PMID:30620669,prior_locator_not_verified,,numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-aef2b3301d-01,DLBC,PD-1,DOR,8.3,PMID:30620669,prior_locator_not_verified,,numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-732c723e34-01,DLBC,PD-1,PFS,1.4,PMID:30620669,prior_locator_located_unverified,"Abstract, Results",numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-1452386811-01,DLBC,PD-1,OS,5.8,PMID:30620669,prior_locator_located_unverified,"Abstract, Results",numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-15c4121090-01,PMBCL,PD-1,ORR,45,PMID:31609651,prior_locator_verified,"Abstract, RESULTS",
cancer-ici-response-estimates,ICI-c09b429cc5-01,PMBCL,PD-1,CRR,13,PMID:31609651,prior_locator_verified,"Abstract, RESULTS",
cancer-ici-response-estimates,ICI-e045c0d841-01,EPN,PD-1,ORR,8.3,PMID:36808285,prior_locator_verified,"Table 1; Results, Biomarker Analyses",
cancer-ici-response-estimates,ICI-b3d75c53c7-01,EPN,PD-1,PFS,1.4,PMID:36808285,prior_locator_verified,Results > No Survival Benefit Was Observed Across Cohorts,
cancer-ici-response-estimates,ICI-f6db400548-01,EPN,PD-1,OS,5.7,PMID:36808285,prior_locator_verified,Results > No Survival Benefit Was Observed Across Cohorts,
cancer-ici-response-estimates,ICI-d318c83a29-01,EPN,PD-1,PFS_RATE,27.3,PMID:36808285,prior_locator_located_unverified,Results > No Survival Benefit Was Observed Across Cohorts,numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-508bc91a3e-01,EPN,PD-1,OS_RATE,41.7,PMID:36808285,prior_locator_verified,Results > No Survival Benefit Was Observed Across Cohorts,
cancer-ici-response-estimates,ICI-0ec5911eda-01,EPN,PD-1+CTLA-4,ORR,0,PMID:36808285,prior_locator_source_section,"Abstract, Results",excluded_from_pooling;numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-551c15df42-01,EPN,PD-1+CTLA-4,PFS,4.6,PMID:36808285,prior_locator_verified,Results > No Survival Benefit Was Observed Across Cohorts,
cancer-ici-response-estimates,ICI-93676babf6-01,EPN,PD-1+CTLA-4,OS,9.8,PMID:36808285,prior_locator_verified,Results > No Survival Benefit Was Observed Across Cohorts,
cancer-ici-response-estimates,ICI-ab59b6106e-01,EPN,PD-1+CTLA-4,PFS_RATE,11.4,PMID:36808285,prior_locator_located_unverified,Results > No Survival Benefit Was Observed Across Cohorts,numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-7014291b7c-01,EPN,PD-1+CTLA-4,OS_RATE,44.4,PMID:36808285,prior_locator_verified,Results > No Survival Benefit Was Observed Across Cohorts,
cancer-ici-response-estimates,ICI-96b4d412b9-01,ESCA,PD-1,ORR,19.3,PMID:31582355,prior_locator_source_section,"Abstract, Findings",numeric_source_location_not_verified
cancer-ici-response-estimates,ICI-f81f4324e3-01,ESCA,PD-1,DOR,6.9,PMID:31582355,prior_locator_source_section,"Abstract, Findings",numeric_source_location_not_verified
